Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Event_id,Species,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed and disposed of,Slaughtered,Deaths,Vaccinated,dis,Cases__str,Deaths__str,Killed and disposed of__str,New outbreaks__str,Slaughtered__str,Susceptible__str,Vaccinated__str,Outbreaks,Killed_disposed,rowtype,Semester_half,AdminDiv_raw,State_Clean,Geo_cleaning_action,AdminDiv
2020,Jul-Dec 2020,Africa,Nigeria,Niger,Trypanosomosis (tsetse-transmitted) (-2021),,Both animal categories,-,,-,7,,-,,-,,,,Trypanosomosis,-,-,-,7,-,-,-,7.0,,outbreak_row_BOTH,Jul-Dec,Niger,Niger,Unchanged (already a state-level value),Niger
2020,Jul-Dec 2020,Africa,Nigeria,Niger,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Cattle,-,-,197.0,Animal,64.0,0,0.0,0.0,0.0,Trypanosomosis,64,0,0,-,0,197,0,,0.0,animal_record,Jul-Dec,Niger,Niger,Unchanged (already a state-level value),Niger
2020,Jul-Dec 2020,Africa,Nigeria,Niger,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Sheep,-,-,9.0,Animal,2.0,0,0.0,0.0,0.0,Trypanosomosis,2,0,0,-,0,9,0,,0.0,animal_record,Jul-Dec,Niger,Niger,Unchanged (already a state-level value),Niger
2020,Jul-Dec 2020,Africa,Nigeria,Oyo,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,5,,-,,-,,,,Rabies,-,-,-,5,-,-,-,5.0,,outbreak_row_BOTH,Jul-Dec,Oyo,Oyo,Unchanged (already a state-level value),Oyo
2020,Jul-Dec 2020,Africa,Nigeria,Oyo,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,180.0,Animal,5.0,1,0.0,4.0,0.0,Rabies,5,4,1,-,0,180,0,,1.0,animal_record,Jul-Dec,Oyo,Oyo,Unchanged (already a state-level value),Oyo
2020,Jul-Dec 2020,Africa,Nigeria,Plateau,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,27,,-,,-,,,,Rabies,-,-,-,27,-,-,-,27.0,,outbreak_row_BOTH,Jul-Dec,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2020,Jul-Dec 2020,Africa,Nigeria,Plateau,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,1195.0,Animal,28.0,9,0.0,20.0,0.0,Rabies,28,20,9,-,0,1195,0,,9.0,animal_record,Jul-Dec,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2020,Jul-Dec 2020,Africa,Nigeria,Plateau,Rabies virus (Inf. with),RABV,Domestic,-,Rabbits,-,-,20.0,Animal,1.0,0,0.0,1.0,0.0,Rabies,1,1,0,-,0,20,0,,0.0,animal_record,Jul-Dec,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2021,Jan-Jun 2021,Africa,Nigeria,Bauchi,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,8,,-,,-,,,,HPAI,-,-,-,8,-,-,-,8.0,,outbreak_row_DOMESTIC,Jan-Jun,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2021,Jan-Jun 2021,Africa,Nigeria,Bauchi,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,46896.0,Animal,44850.0,43872,0.0,3024.0,0.0,HPAI,44850,3024,43872,-,0,46896,0,,43872.0,animal_record,Jan-Jun,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2021,Jan-Jun 2021,Africa,Nigeria,Bauchi,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,4,,-,,-,,,,Rabies,-,-,-,4,-,-,-,4.0,,outbreak_row_BOTH,Jan-Jun,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2021,Jan-Jun 2021,Africa,Nigeria,Bauchi,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,41.0,Animal,3.0,1,0.0,2.0,0.0,Rabies,3,2,1,-,0,41,0,,1.0,animal_record,Jan-Jun,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2021,Jan-Jun 2021,Africa,Nigeria,Bauchi,Rabies virus (Inf. with),RABV,Domestic,-,Sheep,-,-,5.0,Animal,1.0,1,0.0,,,Rabies,1,-,1,-,0,5,-,,1.0,animal_record,Jan-Jun,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2021,Jan-Jun 2021,Africa,Nigeria,Bayelsa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jan-Jun,Bayelsa,Bayelsa,Unchanged (already a state-level value),Bayelsa
2021,Jan-Jun 2021,Africa,Nigeria,Bayelsa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,2200.0,Animal,2200.0,0,0.0,850.0,0.0,HPAI,2200,850,0,-,0,2200,0,,0.0,animal_record,Jan-Jun,Bayelsa,Bayelsa,Unchanged (already a state-level value),Bayelsa
2021,Jan-Jun 2021,Africa,Nigeria,Bayelsa,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Bayelsa,Bayelsa,Unchanged (already a state-level value),Bayelsa
2021,Jan-Jun 2021,Africa,Nigeria,Bayelsa,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,5.0,Animal,3.0,0,0.0,3.0,0.0,Rabies,3,3,0,-,0,5,0,,0.0,animal_record,Jan-Jun,Bayelsa,Bayelsa,Unchanged (already a state-level value),Bayelsa
2021,Jan-Jun 2021,Africa,Nigeria,Benue,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,2,,-,,-,,,,Rabies,-,-,-,2,-,-,-,2.0,,outbreak_row_BOTH,Jan-Jun,Benue,Benue,Unchanged (already a state-level value),Benue
2021,Jan-Jun 2021,Africa,Nigeria,Benue,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,24.0,Animal,2.0,2,0.0,0.0,0.0,Rabies,2,0,2,-,0,24,0,,2.0,animal_record,Jan-Jun,Benue,Benue,Unchanged (already a state-level value),Benue
2021,Jan-Jun 2021,Africa,Nigeria,Delta,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,3,,-,,-,,,,HPAI,-,-,-,3,-,-,-,3.0,,outbreak_row_DOMESTIC,Jan-Jun,Delta,Delta,Unchanged (already a state-level value),Delta
2021,Jan-Jun 2021,Africa,Nigeria,Delta,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,82020.0,Animal,82020.0,0,0.0,34070.0,0.0,HPAI,82020,34070,0,-,0,82020,0,,0.0,animal_record,Jan-Jun,Delta,Delta,Unchanged (already a state-level value),Delta
2021,Jan-Jun 2021,Africa,Nigeria,Delta,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Delta,Delta,Unchanged (already a state-level value),Delta
2021,Jan-Jun 2021,Africa,Nigeria,Delta,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,16.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,16,0,,1.0,animal_record,Jan-Jun,Delta,Delta,Unchanged (already a state-level value),Delta
2021,Jan-Jun 2021,Africa,Nigeria,Edo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,2,,-,,-,,,,HPAI,-,-,-,2,-,-,-,2.0,,outbreak_row_DOMESTIC,Jan-Jun,Edo,Edo,Unchanged (already a state-level value),Edo
2021,Jan-Jun 2021,Africa,Nigeria,Edo,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,2800.0,Animal,2800.0,1500,0.0,1300.0,0.0,HPAI,2800,1300,1500,-,0,2800,0,,1500.0,animal_record,Jan-Jun,Edo,Edo,Unchanged (already a state-level value),Edo
2021,Jan-Jun 2021,Africa,Nigeria,Federal Capital Territory,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Federal Capital Territory,Federal Capital Territory,Unchanged (already a state-level value),Federal Capital Territory
2021,Jan-Jun 2021,Africa,Nigeria,Federal Capital Territory,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,2.0,Animal,1.0,1,0.0,1.0,1.0,Rabies,1,1,1,-,0,2,1,,1.0,animal_record,Jan-Jun,Federal Capital Territory,Federal Capital Territory,Unchanged (already a state-level value),Federal Capital Territory
2021,Jan-Jun 2021,Africa,Nigeria,Gombe,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,2,,-,,-,,,,HPAI,-,-,-,2,-,-,-,2.0,,outbreak_row_DOMESTIC,Jan-Jun,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2021,Jan-Jun 2021,Africa,Nigeria,Gombe,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,2780.0,Animal,2780.0,596,0.0,2184.0,0.0,HPAI,2780,2184,596,-,0,2780,0,,596.0,animal_record,Jan-Jun,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2021,Jan-Jun 2021,Africa,Nigeria,Gombe,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2021,Jan-Jun 2021,Africa,Nigeria,Gombe,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,20.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,20,0,,1.0,animal_record,Jan-Jun,Gombe,Gombe,Unchanged (already a state-level value),Gombe
2021,Jan-Jun 2021,Africa,Nigeria,Jigawa,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,,-,1,,-,,-,,,,Trypanosomosis,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jan-Jun,Jigawa,Jigawa,Unchanged (already a state-level value),Jigawa
2021,Jan-Jun 2021,Africa,Nigeria,Jigawa,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Cattle,-,-,279.0,Animal,57.0,0,0.0,0.0,0.0,Trypanosomosis,57,0,0,-,0,279,0,,0.0,animal_record,Jan-Jun,Jigawa,Jigawa,Unchanged (already a state-level value),Jigawa
2021,Jan-Jun 2021,Africa,Nigeria,Kaduna,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,3,,-,,-,,,,HPAI,-,-,-,3,-,-,-,3.0,,outbreak_row_DOMESTIC,Jan-Jun,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2021,Jan-Jun 2021,Africa,Nigeria,Kaduna,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,10505.0,Animal,3600.0,8469,0.0,2036.0,0.0,HPAI,3600,2036,8469,-,0,10505,0,,8469.0,animal_record,Jan-Jun,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2021,Jan-Jun 2021,Africa,Nigeria,Kaduna,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,11,,-,,-,,,,Rabies,-,-,-,11,-,-,-,11.0,,outbreak_row_BOTH,Jan-Jun,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2021,Jan-Jun 2021,Africa,Nigeria,Kaduna,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,23.0,Animal,11.0,1,0.0,10.0,0.0,Rabies,11,10,1,-,0,23,0,,1.0,animal_record,Jan-Jun,Kaduna,Kaduna,Unchanged (already a state-level value),Kaduna
2021,Jan-Jun 2021,Africa,Nigeria,Kano,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,20,,-,,-,,,,HPAI,-,-,-,20,-,-,-,20.0,,outbreak_row_DOMESTIC,Jan-Jun,Kano,Kano,Unchanged (already a state-level value),Kano
2021,Jan-Jun 2021,Africa,Nigeria,Kano,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,226567.0,Animal,223160.0,212557,0.0,14010.0,0.0,HPAI,223160,14010,212557,-,0,226567,0,,212557.0,animal_record,Jan-Jun,Kano,Kano,Unchanged (already a state-level value),Kano
2021,Jan-Jun 2021,Africa,Nigeria,Kano,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,3,,-,,-,,,,Rabies,-,-,-,3,-,-,-,3.0,,outbreak_row_BOTH,Jan-Jun,Kano,Kano,Unchanged (already a state-level value),Kano
2021,Jan-Jun 2021,Africa,Nigeria,Kano,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,119.0,Animal,3.0,1,0.0,2.0,0.0,Rabies,3,2,1,-,0,119,0,,1.0,animal_record,Jan-Jun,Kano,Kano,Unchanged (already a state-level value),Kano
2021,Jan-Jun 2021,Africa,Nigeria,Kano,Rabies virus (Inf. with),RABV,Domestic,-,Cattle,-,-,1.0,Animal,1.0,-,0.0,1.0,0.0,Rabies,1,1,-,-,0,1,0,,,animal_record,Jan-Jun,Kano,Kano,Unchanged (already a state-level value),Kano
2021,Jan-Jun 2021,Africa,Nigeria,Kogi,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,,-,1,,-,,-,,,,Trypanosomosis,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jan-Jun,Kogi,Kogi,Unchanged (already a state-level value),Kogi
2021,Jan-Jun 2021,Africa,Nigeria,Kogi,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Cattle,-,-,5.0,Animal,2.0,0,0.0,0.0,0.0,Trypanosomosis,2,0,0,-,0,5,0,,0.0,animal_record,Jan-Jun,Kogi,Kogi,Unchanged (already a state-level value),Kogi
2021,Jan-Jun 2021,Africa,Nigeria,Kwara,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,,-,1,,-,,-,,,,Trypanosomosis,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jan-Jun,Kwara,Kwara,Unchanged (already a state-level value),Kwara
2021,Jan-Jun 2021,Africa,Nigeria,Kwara,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Cattle,-,-,50.0,Animal,50.0,0,0.0,0.0,0.0,Trypanosomosis,50,0,0,-,0,50,0,,0.0,animal_record,Jan-Jun,Kwara,Kwara,Unchanged (already a state-level value),Kwara
2021,Jan-Jun 2021,Africa,Nigeria,Lagos,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jan-Jun,Lagos,Lagos,Unchanged (already a state-level value),Lagos
2021,Jan-Jun 2021,Africa,Nigeria,Lagos,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,12.0,Animal,12.0,8,0.0,4.0,0.0,HPAI,12,4,8,-,0,12,0,,8.0,animal_record,Jan-Jun,Lagos,Lagos,Unchanged (already a state-level value),Lagos
2021,Jan-Jun 2021,Africa,Nigeria,Lagos,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,3,,-,,-,,,,Rabies,-,-,-,3,-,-,-,3.0,,outbreak_row_BOTH,Jan-Jun,Lagos,Lagos,Unchanged (already a state-level value),Lagos
2021,Jan-Jun 2021,Africa,Nigeria,Lagos,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,5.0,Animal,3.0,2,0.0,1.0,0.0,Rabies,3,1,2,-,0,5,0,,2.0,animal_record,Jan-Jun,Lagos,Lagos,Unchanged (already a state-level value),Lagos
2021,Jan-Jun 2021,Africa,Nigeria,Lagos,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,,-,2,,-,,-,,,,Trypanosomosis,-,-,-,2,-,-,-,2.0,,outbreak_row_DOMESTIC,Jan-Jun,Lagos,Lagos,Unchanged (already a state-level value),Lagos
2021,Jan-Jun 2021,Africa,Nigeria,Lagos,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Cattle,-,-,7.0,Animal,2.0,0,0.0,0.0,0.0,Trypanosomosis,2,0,0,-,0,7,0,,0.0,animal_record,Jan-Jun,Lagos,Lagos,Unchanged (already a state-level value),Lagos
2021,Jan-Jun 2021,Africa,Nigeria,Nassarawa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,3,,-,,-,,,,HPAI,-,-,-,3,-,-,-,3.0,,outbreak_row_DOMESTIC,Jan-Jun,Nassarawa,Nasarawa,Rename (spelling correction),Nasarawa
2021,Jan-Jun 2021,Africa,Nigeria,Nassarawa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,7000.0,Animal,7000.0,4450,0.0,2550.0,0.0,HPAI,7000,2550,4450,-,0,7000,0,,4450.0,animal_record,Jan-Jun,Nassarawa,Nasarawa,Rename (spelling correction),Nasarawa
2021,Jan-Jun 2021,Africa,Nigeria,Niger,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jan-Jun,Niger,Niger,Unchanged (already a state-level value),Niger
2021,Jan-Jun 2021,Africa,Nigeria,Niger,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,1500.0,Animal,1500.0,698,0.0,802.0,0.0,HPAI,1500,802,698,-,0,1500,0,,698.0,animal_record,Jan-Jun,Niger,Niger,Unchanged (already a state-level value),Niger
2021,Jan-Jun 2021,Africa,Nigeria,Niger,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jan-Jun,Niger,Niger,Unchanged (already a state-level value),Niger
2021,Jan-Jun 2021,Africa,Nigeria,Niger,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,12.0,Animal,1.0,1,,0.0,0.0,Rabies,1,0,1,-,-,12,0,,1.0,animal_record,Jan-Jun,Niger,Niger,Unchanged (already a state-level value),Niger
2021,Jan-Jun 2021,Africa,Nigeria,Niger,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,,-,7,,-,,-,,,,Trypanosomosis,-,-,-,7,-,-,-,7.0,,outbreak_row_DOMESTIC,Jan-Jun,Niger,Niger,Unchanged (already a state-level value),Niger
2021,Jan-Jun 2021,Africa,Nigeria,Niger,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Cattle,-,-,47.0,Animal,23.0,0,0.0,1.0,0.0,Trypanosomosis,23,1,0,-,0,47,0,,0.0,animal_record,Jan-Jun,Niger,Niger,Unchanged (already a state-level value),Niger
2021,Jan-Jun 2021,Africa,Nigeria,Plateau,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,44,,-,,-,,,,HPAI,-,-,-,44,-,-,-,44.0,,outbreak_row_DOMESTIC,Jan-Jun,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2021,Jan-Jun 2021,Africa,Nigeria,Plateau,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,104510.0,Animal,104510.0,87105,0.0,17405.0,0.0,HPAI,104510,17405,87105,-,0,104510,0,,87105.0,animal_record,Jan-Jun,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2021,Jan-Jun 2021,Africa,Nigeria,Plateau,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,37,,-,,-,,,,Rabies,-,-,-,37,-,-,-,37.0,,outbreak_row_BOTH,Jan-Jun,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2021,Jan-Jun 2021,Africa,Nigeria,Plateau,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,1496.0,Animal,40.0,17,0.0,22.0,9.0,Rabies,40,22,17,-,0,1496,9,,17.0,animal_record,Jan-Jun,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2021,Jan-Jun 2021,Africa,Nigeria,Plateau,Rabies virus (Inf. with),RABV,Domestic,-,Cats,-,-,1.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,1,0,,1.0,animal_record,Jan-Jun,Plateau,Plateau,Unchanged (already a state-level value),Plateau
2021,Jul-Dec 2021,Africa,Nigeria,Abia,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,2,,-,,-,,,,HPAI,-,-,-,2,-,-,-,2.0,,outbreak_row_DOMESTIC,Jul-Dec,Abia,Abia,Unchanged (already a state-level value),Abia
2021,Jul-Dec 2021,Africa,Nigeria,Abia,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,7500.0,Animal,7500.0,3200,0.0,4300.0,0.0,HPAI,7500,4300,3200,-,0,7500,0,,3200.0,animal_record,Jul-Dec,Abia,Abia,Unchanged (already a state-level value),Abia
2021,Jul-Dec 2021,Africa,Nigeria,Akwa Ibom,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,1,,-,,-,,,,HPAI,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jul-Dec,Akwa Ibom,Akwa Ibom,Unchanged (already a state-level value),Akwa Ibom
2021,Jul-Dec 2021,Africa,Nigeria,Akwa Ibom,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,4964.0,Animal,4964.0,1000,0.0,3964.0,0.0,HPAI,4964,3964,1000,-,0,4964,0,,1000.0,animal_record,Jul-Dec,Akwa Ibom,Akwa Ibom,Unchanged (already a state-level value),Akwa Ibom
2021,Jul-Dec 2021,Africa,Nigeria,Anambra,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,2,,-,,-,,,,HPAI,-,-,-,2,-,-,-,2.0,,outbreak_row_DOMESTIC,Jul-Dec,Anambra,Anambra,Unchanged (already a state-level value),Anambra
2021,Jul-Dec 2021,Africa,Nigeria,Anambra,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,11500.0,Animal,11500.0,7700,0.0,3800.0,0.0,HPAI,11500,3800,7700,-,0,11500,0,,7700.0,animal_record,Jul-Dec,Anambra,Anambra,Unchanged (already a state-level value),Anambra
2021,Jul-Dec 2021,Africa,Nigeria,Anambra,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,,-,1,,-,,-,,,,Trypanosomosis,-,-,-,1,-,-,-,1.0,,outbreak_row_DOMESTIC,Jul-Dec,Anambra,Anambra,Unchanged (already a state-level value),Anambra
2021,Jul-Dec 2021,Africa,Nigeria,Anambra,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Goats,-,-,10.0,Animal,10.0,0,0.0,6.0,0.0,Trypanosomosis,10,6,0,-,0,10,0,,0.0,animal_record,Jul-Dec,Anambra,Anambra,Unchanged (already a state-level value),Anambra
2021,Jul-Dec 2021,Africa,Nigeria,Bauchi,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,6,,-,,-,,,,HPAI,-,-,-,6,-,-,-,6.0,,outbreak_row_DOMESTIC,Jul-Dec,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2021,Jul-Dec 2021,Africa,Nigeria,Bauchi,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,32517.0,Animal,32517.0,29813,0.0,2704.0,0.0,HPAI,32517,2704,29813,-,0,32517,0,,29813.0,animal_record,Jul-Dec,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2021,Jul-Dec 2021,Africa,Nigeria,Bauchi,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,10,,-,,-,,,,Rabies,-,-,-,10,-,-,-,10.0,,outbreak_row_BOTH,Jul-Dec,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2021,Jul-Dec 2021,Africa,Nigeria,Bauchi,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,451.0,Animal,10.0,5,0.0,5.0,0.0,Rabies,10,5,5,-,0,451,0,,5.0,animal_record,Jul-Dec,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2021,Jul-Dec 2021,Africa,Nigeria,Bauchi,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,,-,4,,-,,-,,,,Trypanosomosis,-,-,-,4,-,-,-,4.0,,outbreak_row_DOMESTIC,Jul-Dec,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2021,Jul-Dec 2021,Africa,Nigeria,Bauchi,Trypanosomosis (tsetse-transmitted) (-2021),,Domestic,-,Cattle,-,-,331.0,Animal,167.0,0,9.0,15.0,0.0,Trypanosomosis,167,15,0,-,9,331,0,,0.0,animal_record,Jul-Dec,Bauchi,Bauchi,Unchanged (already a state-level value),Bauchi
2021,Jul-Dec 2021,Africa,Nigeria,Bayelsa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,5,,-,,-,,,,HPAI,-,-,-,5,-,-,-,5.0,,outbreak_row_DOMESTIC,Jul-Dec,Bayelsa,Bayelsa,Unchanged (already a state-level value),Bayelsa
2021,Jul-Dec 2021,Africa,Nigeria,Bayelsa,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,11300.0,Animal,11300.0,7060,0.0,4240.0,0.0,HPAI,11300,4240,7060,-,0,11300,0,,7060.0,animal_record,Jul-Dec,Bayelsa,Bayelsa,Unchanged (already a state-level value),Bayelsa
2021,Jul-Dec 2021,Africa,Nigeria,Benue,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,3,,-,,-,,,,Rabies,-,-,-,3,-,-,-,3.0,,outbreak_row_BOTH,Jul-Dec,Benue,Benue,Unchanged (already a state-level value),Benue
2021,Jul-Dec 2021,Africa,Nigeria,Benue,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,109.0,Animal,3.0,3,0.0,0.0,0.0,Rabies,3,0,3,-,0,109,0,,3.0,animal_record,Jul-Dec,Benue,Benue,Unchanged (already a state-level value),Benue
2021,Jul-Dec 2021,Africa,Nigeria,Delta,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,,-,17,,-,,-,,,,HPAI,-,-,-,17,-,-,-,17.0,,outbreak_row_DOMESTIC,Jul-Dec,Delta,Delta,Unchanged (already a state-level value),Delta
2021,Jul-Dec 2021,Africa,Nigeria,Delta,High pathogenicity avian influenza viruses (Inf. with) (poultry),H5N1,Domestic,-,Birds,-,-,286299.0,Animal,286299.0,187031,0.0,99268.0,0.0,HPAI,286299,99268,187031,-,0,286299,0,,187031.0,animal_record,Jul-Dec,Delta,Delta,Unchanged (already a state-level value),Delta
2021,Jul-Dec 2021,Africa,Nigeria,Delta,Rabies virus (Inf. with),RABV,Both animal categories,-,,-,1,,-,,-,,,,Rabies,-,-,-,1,-,-,-,1.0,,outbreak_row_BOTH,Jul-Dec,Delta,Delta,Unchanged (already a state-level value),Delta
2021,Jul-Dec 2021,Africa,Nigeria,Delta,Rabies virus (Inf. with),RABV,Domestic,-,Dogs,-,-,34.0,Animal,1.0,1,0.0,0.0,0.0,Rabies,1,0,1,-,0,34,0,,1.0,animal_record,Jul-Dec,Delta,Delta,Unchanged (already a state-level value),Delta
