row_index_raw,year,semester,world_region,country,location_raw,location_std,location_recoded,geo_level,disease_wahis_label,disease,serotype,animal_category,species,measuring_units,event_id,outbreak_id,block_id,row_type,in_study_period,new_outbreaks,susceptible,cases,killed_disposed,slaughtered,deaths,vaccinated
892,2023,Jan-Jun 2023,Africa,Nigeria,Kaduna,Kaduna,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jan-Jun 2023|Kaduna|Rabies|RABV,animal_row,True,,44.0,3.0,3.0,0.0,0.0,0.0
893,2023,Jan-Jun 2023,Africa,Nigeria,Kano,Kano,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,,-,-,-,2023|Jan-Jun 2023|Kano|HPAI|H5N1,outbreak_row,True,10.0,,,,,,
894,2023,Jan-Jun 2023,Africa,Nigeria,Kano,Kano,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2023|Jan-Jun 2023|Kano|HPAI|H5N1,animal_row,True,,26541.0,26541.0,20467.0,0.0,6074.0,0.0
895,2023,Jan-Jun 2023,Africa,Nigeria,Kano,Kano,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jan-Jun 2023|Kano|Rabies|RABV,outbreak_row,True,4.0,,,,,,
896,2023,Jan-Jun 2023,Africa,Nigeria,Kano,Kano,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jan-Jun 2023|Kano|Rabies|RABV,animal_row,True,,70.0,4.0,4.0,0.0,0.0,0.0
897,2023,Jan-Jun 2023,Africa,Nigeria,Katsina,Katsina,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,,-,-,-,2023|Jan-Jun 2023|Katsina|HPAI|H5N1,outbreak_row,True,2.0,,,,,,
898,2023,Jan-Jun 2023,Africa,Nigeria,Katsina,Katsina,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2023|Jan-Jun 2023|Katsina|HPAI|H5N1,animal_row,True,,41200.0,41200.0,29804.0,0.0,11396.0,0.0
899,2023,Jan-Jun 2023,Africa,Nigeria,Ogun,Ogun,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jan-Jun 2023|Ogun|Rabies|RABV,outbreak_row,True,1.0,,,,,,
900,2023,Jan-Jun 2023,Africa,Nigeria,Ogun,Ogun,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jan-Jun 2023|Ogun|Rabies|RABV,animal_row,True,,17.0,1.0,1.0,0.0,0.0,0.0
901,2023,Jan-Jun 2023,Africa,Nigeria,Plateau,Plateau,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,,-,-,-,2023|Jan-Jun 2023|Plateau|HPAI|H5N1,outbreak_row,True,1.0,,,,,,
902,2023,Jan-Jun 2023,Africa,Nigeria,Plateau,Plateau,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2023|Jan-Jun 2023|Plateau|HPAI|H5N1,animal_row,True,,1000.0,1000.0,820.0,0.0,180.0,0.0
903,2023,Jan-Jun 2023,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jan-Jun 2023|Plateau|Rabies|RABV,outbreak_row,True,21.0,,,,,,
904,2023,Jan-Jun 2023,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jan-Jun 2023|Plateau|Rabies|RABV,animal_row,True,,276.0,21.0,18.0,1.0,3.0,0.0
905,2023,Jan-Jun 2023,Africa,Nigeria,Rivers,Rivers,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,,-,-,-,2023|Jan-Jun 2023|Rivers|HPAI|H5N1,outbreak_row,True,1.0,,,,,,
906,2023,Jan-Jun 2023,Africa,Nigeria,Rivers,Rivers,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2023|Jan-Jun 2023|Rivers|HPAI|H5N1,animal_row,True,,1800.0,1800.0,1650.0,0.0,150.0,0.0
907,2023,Jul-Dec 2023,Africa,Nigeria,Bauchi,Bauchi,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jul-Dec 2023|Bauchi|Rabies|RABV,outbreak_row,True,17.0,,,,,,
908,2023,Jul-Dec 2023,Africa,Nigeria,Bauchi,Bauchi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jul-Dec 2023|Bauchi|Rabies|RABV,animal_row,True,,254.0,9.0,8.0,0.0,0.0,0.0
909,2023,Jul-Dec 2023,Africa,Nigeria,Bauchi,Bauchi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Cats,Animal,-,-,2023|Jul-Dec 2023|Bauchi|Rabies|RABV,animal_row,True,,93.0,7.0,6.0,0.0,1.0,0.0
910,2023,Jul-Dec 2023,Africa,Nigeria,Bauchi,Bauchi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Equidae,Animal,-,-,2023|Jul-Dec 2023|Bauchi|Rabies|RABV,animal_row,True,,20.0,1.0,1.0,0.0,0.0,0.0
911,2023,Jul-Dec 2023,Africa,Nigeria,Cross River,Cross River,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jul-Dec 2023|Cross River|Rabies|RABV,outbreak_row,True,4.0,,,,,,
912,2023,Jul-Dec 2023,Africa,Nigeria,Cross River,Cross River,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jul-Dec 2023|Cross River|Rabies|RABV,animal_row,True,,89.0,4.0,4.0,0.0,0.0,0.0
913,2023,Jul-Dec 2023,Africa,Nigeria,Delta,Delta,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jul-Dec 2023|Delta|Rabies|RABV,outbreak_row,True,5.0,,,,,,
914,2023,Jul-Dec 2023,Africa,Nigeria,Delta,Delta,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jul-Dec 2023|Delta|Rabies|RABV,animal_row,True,,116.0,5.0,4.0,0.0,1.0,0.0
915,2023,Jul-Dec 2023,Africa,Nigeria,Ebonyi,Ebonyi,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jul-Dec 2023|Ebonyi|Rabies|RABV,outbreak_row,True,2.0,,,,,,
916,2023,Jul-Dec 2023,Africa,Nigeria,Ebonyi,Ebonyi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jul-Dec 2023|Ebonyi|Rabies|RABV,animal_row,True,,39.0,1.0,1.0,0.0,0.0,0.0
917,2023,Jul-Dec 2023,Africa,Nigeria,Ebonyi,Ebonyi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Goats,Animal,-,-,2023|Jul-Dec 2023|Ebonyi|Rabies|RABV,animal_row,True,,36.0,1.0,1.0,0.0,0.0,0.0
918,2023,Jul-Dec 2023,Africa,Nigeria,Ekiti,Ekiti,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jul-Dec 2023|Ekiti|Rabies|RABV,outbreak_row,True,2.0,,,,,,
919,2023,Jul-Dec 2023,Africa,Nigeria,Ekiti,Ekiti,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jul-Dec 2023|Ekiti|Rabies|RABV,animal_row,True,,46.0,2.0,2.0,0.0,0.0,0.0
920,2023,Jul-Dec 2023,Africa,Nigeria,Federal Capital Territory,Federal Capital Territory,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jul-Dec 2023|Federal Capital Territory|Rabies|RABV,outbreak_row,True,1.0,,,,,,
921,2023,Jul-Dec 2023,Africa,Nigeria,Federal Capital Territory,Federal Capital Territory,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jul-Dec 2023|Federal Capital Territory|Rabies|RABV,animal_row,True,,13.0,1.0,1.0,0.0,0.0,0.0
922,2023,Jul-Dec 2023,Africa,Nigeria,Gombe,Gombe,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jul-Dec 2023|Gombe|Rabies|RABV,outbreak_row,True,9.0,,,,,,
923,2023,Jul-Dec 2023,Africa,Nigeria,Gombe,Gombe,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jul-Dec 2023|Gombe|Rabies|RABV,animal_row,True,,202.0,8.0,8.0,0.0,0.0,0.0
924,2023,Jul-Dec 2023,Africa,Nigeria,Gombe,Gombe,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Cats,Animal,-,-,2023|Jul-Dec 2023|Gombe|Rabies|RABV,animal_row,True,,20.0,1.0,1.0,0.0,0.0,0.0
925,2023,Jul-Dec 2023,Africa,Nigeria,Jigawa,Jigawa,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jul-Dec 2023|Jigawa|Rabies|RABV,outbreak_row,True,1.0,,,,,,
926,2023,Jul-Dec 2023,Africa,Nigeria,Jigawa,Jigawa,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jul-Dec 2023|Jigawa|Rabies|RABV,animal_row,True,,47.0,1.0,1.0,0.0,0.0,0.0
927,2023,Jul-Dec 2023,Africa,Nigeria,Kaduna,Kaduna,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jul-Dec 2023|Kaduna|Rabies|RABV,outbreak_row,True,7.0,,,,,,
928,2023,Jul-Dec 2023,Africa,Nigeria,Kaduna,Kaduna,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jul-Dec 2023|Kaduna|Rabies|RABV,animal_row,True,,204.0,7.0,7.0,0.0,0.0,0.0
929,2023,Jul-Dec 2023,Africa,Nigeria,Kano,Kano,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jul-Dec 2023|Kano|Rabies|RABV,outbreak_row,True,14.0,,,,,,
930,2023,Jul-Dec 2023,Africa,Nigeria,Kano,Kano,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jul-Dec 2023|Kano|Rabies|RABV,animal_row,True,,495.0,13.0,12.0,0.0,1.0,0.0
931,2023,Jul-Dec 2023,Africa,Nigeria,Kano,Kano,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Cattle,Animal,-,-,2023|Jul-Dec 2023|Kano|Rabies|RABV,animal_row,True,,57.0,1.0,1.0,0.0,0.0,0.0
932,2023,Jul-Dec 2023,Africa,Nigeria,Kebbi,Kebbi,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jul-Dec 2023|Kebbi|Rabies|RABV,outbreak_row,True,1.0,,,,,,
933,2023,Jul-Dec 2023,Africa,Nigeria,Kebbi,Kebbi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jul-Dec 2023|Kebbi|Rabies|RABV,animal_row,True,,21.0,1.0,1.0,0.0,0.0,0.0
934,2023,Jul-Dec 2023,Africa,Nigeria,Kogi,Kogi,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jul-Dec 2023|Kogi|Rabies|RABV,outbreak_row,True,1.0,,,,,,
935,2023,Jul-Dec 2023,Africa,Nigeria,Kogi,Kogi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jul-Dec 2023|Kogi|Rabies|RABV,animal_row,True,,9.0,1.0,1.0,0.0,0.0,0.0
936,2023,Jul-Dec 2023,Africa,Nigeria,Lagos,Lagos,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,,-,-,-,2023|Jul-Dec 2023|Lagos|HPAI|H5N1,outbreak_row,True,1.0,,,,,,
937,2023,Jul-Dec 2023,Africa,Nigeria,Lagos,Lagos,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2023|Jul-Dec 2023|Lagos|HPAI|H5N1,animal_row,True,,6500.0,6500.0,5500.0,0.0,1000.0,0.0
938,2023,Jul-Dec 2023,Africa,Nigeria,Niger,Niger,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jul-Dec 2023|Niger|Rabies|RABV,outbreak_row,True,1.0,,,,,,
939,2023,Jul-Dec 2023,Africa,Nigeria,Niger,Niger,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jul-Dec 2023|Niger|Rabies|RABV,animal_row,True,,38.0,1.0,1.0,0.0,0.0,0.0
940,2023,Jul-Dec 2023,Africa,Nigeria,Ogun,Ogun,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,,-,-,-,2023|Jul-Dec 2023|Ogun|HPAI|H5N1,outbreak_row,True,1.0,,,,,,
941,2023,Jul-Dec 2023,Africa,Nigeria,Ogun,Ogun,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2023|Jul-Dec 2023|Ogun|HPAI|H5N1,animal_row,True,,5098.0,5098.0,3220.0,0.0,1878.0,0.0
942,2023,Jul-Dec 2023,Africa,Nigeria,Ondo,Ondo,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jul-Dec 2023|Ondo|Rabies|RABV,outbreak_row,True,1.0,,,,,,
943,2023,Jul-Dec 2023,Africa,Nigeria,Ondo,Ondo,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jul-Dec 2023|Ondo|Rabies|RABV,animal_row,True,,39.0,1.0,1.0,0.0,0.0,0.0
944,2023,Jul-Dec 2023,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jul-Dec 2023|Plateau|Rabies|RABV,outbreak_row,True,38.0,,,,,,
945,2023,Jul-Dec 2023,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jul-Dec 2023|Plateau|Rabies|RABV,animal_row,True,,2283.0,38.0,35.0,0.0,3.0,0.0
946,2023,Jul-Dec 2023,Africa,Nigeria,Yobe,Yobe,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jul-Dec 2023|Yobe|Rabies|RABV,outbreak_row,True,1.0,,,,,,
947,2023,Jul-Dec 2023,Africa,Nigeria,Yobe,Yobe,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jul-Dec 2023|Yobe|Rabies|RABV,animal_row,True,,31.0,11.0,1.0,0.0,0.0,0.0
948,2023,Jul-Dec 2023,Africa,Nigeria,Zamfara,Zamfara,False,state,Rabies virus (Inf. with),Rabies,RABV,Both animal categories,,-,-,-,2023|Jul-Dec 2023|Zamfara|Rabies|RABV,outbreak_row,True,2.0,,,,,,
949,2023,Jul-Dec 2023,Africa,Nigeria,Zamfara,Zamfara,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2023|Jul-Dec 2023|Zamfara|Rabies|RABV,animal_row,True,,37.0,1.0,1.0,0.0,0.0,0.0
950,2023,Jul-Dec 2023,Africa,Nigeria,Zamfara,Zamfara,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Sheep,Animal,-,-,2023|Jul-Dec 2023|Zamfara|Rabies|RABV,animal_row,True,,23.0,1.0,1.0,0.0,0.0,0.0
951,2024,Jan-Jun 2024,Africa,Nigeria,Akwa Ibom,Akwa Ibom,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jan-Jun 2024|Akwa Ibom|Rabies|RABV,outbreak_row,False,1.0,,,,,,
952,2024,Jan-Jun 2024,Africa,Nigeria,Akwa Ibom,Akwa Ibom,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Cats,Animal,-,-,2024|Jan-Jun 2024|Akwa Ibom|Rabies|RABV,animal_row,False,,15.0,1.0,0.0,0.0,1.0,0.0
953,2024,Jan-Jun 2024,Africa,Nigeria,Bauchi,Bauchi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jan-Jun 2024|Bauchi|Rabies|RABV,outbreak_row,False,3.0,,,,,,
954,2024,Jan-Jun 2024,Africa,Nigeria,Bauchi,Bauchi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2024|Jan-Jun 2024|Bauchi|Rabies|RABV,animal_row,False,,78.0,3.0,3.0,0.0,1.0,0.0
955,2024,Jan-Jun 2024,Africa,Nigeria,Cross River,Cross River,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jan-Jun 2024|Cross River|Rabies|RABV,outbreak_row,False,1.0,,,,,,
956,2024,Jan-Jun 2024,Africa,Nigeria,Cross River,Cross River,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2024|Jan-Jun 2024|Cross River|Rabies|RABV,animal_row,False,,38.0,1.0,1.0,0.0,0.0,0.0
957,2024,Jan-Jun 2024,Africa,Nigeria,Delta,Delta,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jan-Jun 2024|Delta|Rabies|RABV,outbreak_row,False,2.0,,,,,,
958,2024,Jan-Jun 2024,Africa,Nigeria,Delta,Delta,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2024|Jan-Jun 2024|Delta|Rabies|RABV,animal_row,False,,42.0,2.0,2.0,0.0,0.0,0.0
959,2024,Jan-Jun 2024,Africa,Nigeria,Ebonyi,Ebonyi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jan-Jun 2024|Ebonyi|Rabies|RABV,outbreak_row,False,1.0,,,,,,
960,2024,Jan-Jun 2024,Africa,Nigeria,Ebonyi,Ebonyi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2024|Jan-Jun 2024|Ebonyi|Rabies|RABV,animal_row,False,,17.0,1.0,1.0,0.0,0.0,0.0
961,2024,Jan-Jun 2024,Africa,Nigeria,Federal Capital Territory,Federal Capital Territory,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jan-Jun 2024|Federal Capital Territory|Rabies|RABV,outbreak_row,False,1.0,,,,,,
962,2024,Jan-Jun 2024,Africa,Nigeria,Federal Capital Territory,Federal Capital Territory,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2024|Jan-Jun 2024|Federal Capital Territory|Rabies|RABV,animal_row,False,,3.0,1.0,1.0,0.0,0.0,0.0
963,2024,Jan-Jun 2024,Africa,Nigeria,Gombe,Gombe,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jan-Jun 2024|Gombe|Rabies|RABV,outbreak_row,False,5.0,,,,,,
964,2024,Jan-Jun 2024,Africa,Nigeria,Gombe,Gombe,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2024|Jan-Jun 2024|Gombe|Rabies|RABV,animal_row,False,,79.0,5.0,4.0,0.0,1.0,0.0
965,2024,Jan-Jun 2024,Africa,Nigeria,Gombe,Gombe,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Sheep,Animal,-,-,2024|Jan-Jun 2024|Gombe|Rabies|RABV,animal_row,False,,37.0,1.0,1.0,0.0,0.0,0.0
966,2024,Jan-Jun 2024,Africa,Nigeria,Kaduna,Kaduna,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jan-Jun 2024|Kaduna|Rabies|RABV,outbreak_row,False,5.0,,,,,,
967,2024,Jan-Jun 2024,Africa,Nigeria,Kaduna,Kaduna,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2024|Jan-Jun 2024|Kaduna|Rabies|RABV,animal_row,False,,137.0,6.0,5.0,0.0,1.0,0.0
968,2024,Jan-Jun 2024,Africa,Nigeria,Kano,Kano,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jan-Jun 2024|Kano|Rabies|RABV,outbreak_row,False,9.0,,,,,,
969,2024,Jan-Jun 2024,Africa,Nigeria,Kano,Kano,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2024|Jan-Jun 2024|Kano|Rabies|RABV,animal_row,False,,267.0,10.0,8.0,0.0,2.0,0.0
970,2024,Jan-Jun 2024,Africa,Nigeria,Kebbi,Kebbi,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,,-,-,-,2024|Jan-Jun 2024|Kebbi|HPAI|H5N1,outbreak_row,False,1.0,,,,,,
971,2024,Jan-Jun 2024,Africa,Nigeria,Kebbi,Kebbi,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2024|Jan-Jun 2024|Kebbi|HPAI|H5N1,animal_row,False,,14.0,14.0,4.0,0.0,10.0,0.0
972,2024,Jan-Jun 2024,Africa,Nigeria,Kebbi,Kebbi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jan-Jun 2024|Kebbi|Rabies|RABV,outbreak_row,False,3.0,,,,,,
973,2024,Jan-Jun 2024,Africa,Nigeria,Kebbi,Kebbi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2024|Jan-Jun 2024|Kebbi|Rabies|RABV,animal_row,False,,75.0,3.0,3.0,0.0,0.0,0.0
974,2024,Jan-Jun 2024,Africa,Nigeria,Niger,Niger,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jan-Jun 2024|Niger|Rabies|RABV,outbreak_row,False,2.0,,,,,,
975,2024,Jan-Jun 2024,Africa,Nigeria,Niger,Niger,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2024|Jan-Jun 2024|Niger|Rabies|RABV,animal_row,False,,50.0,2.0,1.0,0.0,1.0,0.0
976,2024,Jan-Jun 2024,Africa,Nigeria,Ogun,Ogun,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jan-Jun 2024|Ogun|Rabies|RABV,outbreak_row,False,1.0,,,,,,
977,2024,Jan-Jun 2024,Africa,Nigeria,Ogun,Ogun,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Cattle,Animal,-,-,2024|Jan-Jun 2024|Ogun|Rabies|RABV,animal_row,False,,75.0,1.0,1.0,0.0,0.0,0.0
978,2024,Jan-Jun 2024,Africa,Nigeria,Plateau,Plateau,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,,-,-,-,2024|Jan-Jun 2024|Plateau|HPAI|H5N1,outbreak_row,False,2.0,,,,,,
979,2024,Jan-Jun 2024,Africa,Nigeria,Plateau,Plateau,False,state,High pathogenicity avian influenza viruses (Inf. with) (poultry),HPAI,H5N1,Domestic,Birds,Animal,-,-,2024|Jan-Jun 2024|Plateau|HPAI|H5N1,animal_row,False,,2502.0,2502.0,2473.0,0.0,29.0,0.0
980,2024,Jan-Jun 2024,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jan-Jun 2024|Plateau|Rabies|RABV,outbreak_row,False,45.0,,,,,,
981,2024,Jan-Jun 2024,Africa,Nigeria,Plateau,Plateau,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2024|Jan-Jun 2024|Plateau|Rabies|RABV,animal_row,False,,823.0,45.0,38.0,0.0,7.0,0.0
982,2024,Jan-Jun 2024,Africa,Nigeria,Taraba,Taraba,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jan-Jun 2024|Taraba|Rabies|RABV,outbreak_row,False,1.0,,,,,,
983,2024,Jan-Jun 2024,Africa,Nigeria,Taraba,Taraba,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2024|Jan-Jun 2024|Taraba|Rabies|RABV,animal_row,False,,26.0,0.0,0.0,0.0,1.0,0.0
984,2024,Jan-Jun 2024,Africa,Nigeria,Yobe,Yobe,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jan-Jun 2024|Yobe|Rabies|RABV,outbreak_row,False,2.0,,,,,,
985,2024,Jan-Jun 2024,Africa,Nigeria,Yobe,Yobe,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2024|Jan-Jun 2024|Yobe|Rabies|RABV,animal_row,False,,47.0,2.0,1.0,0.0,1.0,0.0
986,2024,Jan-Jun 2024,Africa,Nigeria,Zamfara,Zamfara,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jan-Jun 2024|Zamfara|Rabies|RABV,outbreak_row,False,1.0,,,,,,
987,2024,Jan-Jun 2024,Africa,Nigeria,Zamfara,Zamfara,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2024|Jan-Jun 2024|Zamfara|Rabies|RABV,animal_row,False,,21.0,1.0,1.0,0.0,0.0,0.0
988,2024,Jul-Dec 2024,Africa,Nigeria,Adamawa,Adamawa,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jul-Dec 2024|Adamawa|Rabies|RABV,outbreak_row,False,1.0,,,,,,
989,2024,Jul-Dec 2024,Africa,Nigeria,Adamawa,Adamawa,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Cats,Animal,-,-,2024|Jul-Dec 2024|Adamawa|Rabies|RABV,animal_row,False,,7.0,1.0,1.0,0.0,0.0,0.0
990,2024,Jul-Dec 2024,Africa,Nigeria,Anambra,Anambra,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jul-Dec 2024|Anambra|Rabies|RABV,outbreak_row,False,1.0,,,,,,
991,2024,Jul-Dec 2024,Africa,Nigeria,Anambra,Anambra,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2024|Jul-Dec 2024|Anambra|Rabies|RABV,animal_row,False,,11.0,1.0,1.0,0.0,0.0,0.0
992,2024,Jul-Dec 2024,Africa,Nigeria,Bauchi,Bauchi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,,-,-,-,2024|Jul-Dec 2024|Bauchi|Rabies|RABV,outbreak_row,False,5.0,,,,,,
993,2024,Jul-Dec 2024,Africa,Nigeria,Bauchi,Bauchi,False,state,Rabies virus (Inf. with),Rabies,RABV,Domestic,Dogs,Animal,-,-,2024|Jul-Dec 2024|Bauchi|Rabies|RABV,animal_row,False,,52.0,5.0,5.0,0.0,0.0,0.0
